Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
FORD Mustang Mach-E Extended,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MFMXV00.0B4R,station wagon,10,104,90,97,10,Elite,0
FORD Mustang Mach-E Extended,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MFMXV00.0B4R,station wagon,10,104,90,97,10,Elite,0
FORD Mustang Mach-E Extended,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MFMXV00.0B4A,station wagon,10,96,84,90,10,Elite,0
FORD Mustang Mach-E Extended,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,MFMXV00.0B4A,station wagon,10,96,84,90,10,Elite,0
FORD Mustang Mach-E GT,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MFMXV00.0G4A,station wagon,10,90,77,84,10,Elite,0
FORD Mustang Mach-E GT,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,MFMXV00.0G4A,station wagon,10,90,77,84,10,Elite,0
FORD Mustang Mach-E GT Performance,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MFMXV00.0G4A,station wagon,10,88,75,82,10,Elite,0
FORD Mustang Mach-E GT Performance,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,MFMXV00.0G4A,station wagon,10,88,75,82,10,Elite,0
FORD Ranger,2.3,4.0,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MFMXT02.33MC,special purpose,3,19,18,18,3,No,486
FORD Ranger,2.3,4.0,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MFMXT02.33MC,special purpose,3,19,18,18,3,No,486
FORD Ranger,2.3,4.0,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.33ME,pickup,5,21,26,23,5,No,387
FORD Ranger,2.3,4.0,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.33ME,pickup,5,21,26,23,5,No,387
FORD Ranger,2.3,4.0,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.33ME,pickup,5,20,24,22,4,No,404
FORD Ranger,2.3,4.0,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.33ME,pickup,5,20,24,22,4,No,404
FORD Ranger Tremor,2.3,4.0,SemiAuto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MFMXT02.33MC,pickup,3,19,19,19,3,No,462
FORD Ranger Tremor,2.3,4.0,SemiAuto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MFMXT02.33MC,pickup,3,19,19,19,3,No,462
FORD Shelby GT500 Mustang,5.2,8.0,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MFMXV05.2VEZ,small car,3,12,18,14,1,No,631
FORD Shelby GT500 Mustang,5.2,8.0,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MFMXV05.2VEZ,small car,3,12,18,14,1,No,631
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.02MI,special purpose,5,17/24,21/29,19/26,5,No,335/344
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.02MI,special purpose,5,18/24,20/27,19/25,5,No,336/350
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.02MI,special purpose,5,17/24,21/29,19/26,5,No,335/344
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.02MI,special purpose,5,18/24,20/27,19/25,5,No,336/350
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MFMXT02.02NP,special purpose,6,24,27,25,5,No,350
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MFMXT02.02NP,special purpose,6,24,29,26,5,No,344
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MFMXT02.02NP,special purpose,6,24,27,25,5,No,350
FORD Transit Connect,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MFMXT02.02NP,special purpose,6,24,29,26,5,No,344
FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.52NG,special purpose,5,20,26,22,4,No,404
FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.52NG,special purpose,5,20,27,22,4,No,397
FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.52NG,special purpose,5,20,26,22,4,No,404
FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.52NG,special purpose,5,20,27,22,4,No,397
FORD Transit Connect USPS,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MFMXT02.52NG,special purpose,5,20,27,22,4,No,397
FORD Transit Connect USPS,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MFMXT02.52NG,special purpose,5,20,27,22,4,No,397
FORD Transit T150 Wagon FFV,3.5,6.0,SemiAuto-10,2WD,Ethanol/Gas,CA,L3LEV160,California LEV-III LEV160,MFMXT03.55HM,van,1,11/15,14/19,12/16,2,No,509/540
FORD Transit T150 Wagon FFV,3.5,6.0,SemiAuto-10,2WD,Ethanol/Gas,FA,T3B160,Federal Tier 3 Bin 160,MFMXT03.55HM,van,1,11/15,14/19,12/16,2,No,509/540
FORD Transit T150 Wagon FFV,3.5,6.0,SemiAuto-10,4WD,Ethanol/Gas,CA,L3LEV160,California LEV-III LEV160,MFMXT03.55HM,van,1,11/14,14/18,12/16,2,No,528/565
FORD Transit T150 Wagon FFV,3.5,6.0,SemiAuto-10,4WD,Ethanol/Gas,FA,T3B160,Federal Tier 3 Bin 160,MFMXT03.55HM,van,1,11/14,14/18,12/16,2,No,528/565
GENESIS G70,2.0,4.0,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MHYXV02.0GG6,small car,3,18,28,22,4,No,410
GENESIS G70,2.0,4.0,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MHYXV02.0GG6,small car,3,18,28,22,4,No,410
GENESIS G70,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MHYXV02.0GG6,small car,3,22,30,25,5,No,357
GENESIS G70,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MHYXV02.0GG6,small car,3,22,30,25,5,No,357
GENESIS G70,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MHYXV02.0GG6,small car,3,20,27,23,5,No,386
GENESIS G70,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MHYXV02.0GG6,small car,3,20,27,23,5,No,386
GENESIS G70,3.3,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MHYXV03.3GK6,small car,3,17,26,20,4,No,447
GENESIS G70,3.3,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MHYXV03.3GK6,small car,3,17,26,20,4,No,447
GENESIS G70,3.3,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MHYXV03.3GK6,small car,3,17,25,20,4,No,457
GENESIS G70,3.3,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MHYXV03.3GK6,small car,3,17,25,20,4,No,457
GENESIS G80,2.5,4.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MHYXV02.5HP5,large car,5,23,32,26,5,No,345
GENESIS G80,2.5,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MHYXV02.5HP5,large car,5,23,32,26,5,No,345
GENESIS G80,2.5,4.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MHYXV02.5HP5,large car,5,22,30,25,5,No,360
GENESIS G80,2.5,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MHYXV02.5HP5,large car,5,22,30,25,5,No,360
GENESIS G80,3.5,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MHYXV03.5HT5,large car,5,19,27,22,4,No,410
GENESIS G80,3.5,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MHYXV03.5HT5,large car,5,19,27,22,4,No,410
GENESIS G80,3.5,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MHYXV03.5HT5,large car,5,18,26,21,4,No,422
GENESIS G80,3.5,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MHYXV03.5HT5,large car,5,18,26,21,4,No,422
GENESIS G90,3.3,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MHYXV03.3JK6,large car,3,17,24,19,3,No,459
GENESIS G90,3.3,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MHYXV03.3JK6,large car,3,17,24,19,3,No,459
GENESIS G90,3.3,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MHYXV03.3JK6,large car,3,17,24,20,4,No,460
GENESIS G90,3.3,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MHYXV03.3JK6,large car,3,17,24,20,4,No,460
GENESIS G90,5.0,8.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MHYXV05.0JM5,large car,5,16,24,19,3,No,481
GENESIS G90,5.0,8.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MHYXV05.0JM5,large car,5,16,24,19,3,No,481
GENESIS G90,5.0,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MHYXV05.0JM5,large car,5,16,23,18,3,No,488
GENESIS G90,5.0,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MHYXV05.0JM5,large car,5,16,23,18,3,No,488
GENESIS GV80,2.5,4.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MHYXT02.5TP5,small SUV,5,21,25,23,5,No,394
GENESIS GV80,2.5,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MHYXT02.5TP5,small SUV,5,21,25,23,5,No,394
GENESIS GV80,2.5,4.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MHYXT02.5TP5,standard SUV,5,21,25,22,4,No,401
GENESIS GV80,2.5,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MHYXT02.5TP5,standard SUV,5,21,25,22,4,No,401
GENESIS GV80,3.5,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MHYXT03.5TT5,standard SUV,5,18,23,20,4,No,448
GENESIS GV80,3.5,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MHYXT03.5TT5,standard SUV,5,18,23,20,4,No,448
GMC Acadia,2.0,4.0,Auto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MGMXT02.0500,standard SUV,7,22,29,25,5,No,349
GMC Acadia,2.0,4.0,Auto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MGMXT02.0500,standard SUV,7,22,29,25,5,No,349
GMC Acadia,2.0,4.0,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MGMXT02.0500,standard SUV,7,22,27,24,5,No,362
GMC Acadia,2.0,4.0,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MGMXT02.0500,standard SUV,7,22,27,24,5,No,362
GMC Acadia,2.5,4.0,Auto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT02.5201,standard SUV,5,21,27,23,5,No,382
GMC Acadia,2.5,4.0,Auto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT02.5201,standard SUV,5,21,27,23,5,No,382
GMC Acadia,3.6,6.0,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT03.6151,standard SUV,6,19,27,22,4,No,402
GMC Acadia,3.6,6.0,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT03.6151,standard SUV,6,19,27,22,4,No,402
GMC Acadia,3.6,6.0,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT03.6151,standard SUV,6,19,26,21,4,No,413
GMC Acadia,3.6,6.0,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT03.6151,standard SUV,6,19,26,21,4,No,413
GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT02.5200,pickup,6,19,25,22,4,No,413
GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT02.5200,pickup,6,19,25,22,4,No,413
GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT02.5200,pickup,6,19,24,21,4,No,431
GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT02.5200,pickup,6,19,24,21,4,No,431
GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT02.8358,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT02.8358,pickup,3,20,30,23,4,No,435
GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT02.8358,pickup,3,19,28,22,4,No,455
GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT02.8358,pickup,3,19,28,22,4,No,455
GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT03.6162,pickup,6,18,25,21,4,No,424
GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT03.6162,pickup,6,18,25,21,4,No,424
GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT03.6162,pickup,6,16,22,18,3,No,494
GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT03.6162,pickup,6,16,22,18,3,No,494
GMC Sierra,2.7,4.0,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT02.7100,pickup,6,20,23,21,4,No,421
GMC Sierra,2.7,4.0,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT02.7100,pickup,6,20,23,21,4,No,422
GMC Sierra,2.7,4.0,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT02.7100,pickup,6,20,23,21,4,No,421
GMC Sierra,2.7,4.0,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT02.7100,pickup,6,20,23,21,4,No,422
GMC Sierra,2.7,4.0,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT02.7100,pickup,6,18,20,19,3,No,475
GMC Sierra,2.7,4.0,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT02.7100,pickup,6,18,21,19,3,No,464
GMC Sierra,2.7,4.0,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT02.7100,pickup,6,18,20,19,3,No,475
GMC Sierra,2.7,4.0,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT02.7100,pickup,6,18,21,19,3,No,464
GMC Sierra,3.0,6.0,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0352,pickup,3,23,30,26,5,No,392
GMC Sierra,3.0,6.0,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0352,pickup,3,23,30,26,5,No,392
GMC Sierra,3.0,6.0,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
GMC Sierra,3.0,6.0,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
GMC Sierra,4.3,6.0,Auto-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT04.3186,pickup,6,16,21,17,3,No,523
GMC Sierra,4.3,6.0,Auto-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT04.3186,special purpose,6,15,19,17,3,No,523
GMC Sierra,4.3,6.0,Auto-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT04.3186,pickup,6,16,21,17,3,No,523
GMC Sierra,4.3,6.0,Auto-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT04.3186,special purpose,6,15,19,17,3,No,523
GMC Sierra,4.3,6.0,Auto-6,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT04.3186,pickup,6,15,20,17,3,No,530
GMC Sierra,4.3,6.0,Auto-6,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MGMXT04.3186,special purpose,6,14,16,15,2,No,592
GMC Sierra,4.3,6.0,Auto-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT04.3186,pickup,6,15,20,17,3,No,530
GMC Sierra,4.3,6.0,Auto-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MGMXT04.3186,special purpose,6,14,16,15,2,No,592
GMC Sierra,5.3,8.0,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,15,21,18,3,No,504
GMC Sierra,5.3,8.0,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,16,22,19,3,No,479
GMC Sierra,5.3,8.0,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,15,21,18,3,No,504
GMC Sierra,5.3,8.0,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,16,22,19,3,No,479
GMC Sierra,5.3,8.0,Auto-6,2WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,MGMXT05.3385,pickup,3,11/15,15/19,12/16,2,No,512/547
GMC Sierra,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,MGMXT05.3385,pickup,3,11/15,15/19,12/16,2,No,512/547
GMC Sierra,5.3,8.0,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,14,21,16,2,No,541
GMC Sierra,5.3,8.0,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,15,21,17,3,No,523
GMC Sierra,5.3,8.0,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,special purpose,5,13,18,14,1,No,634
GMC Sierra,5.3,8.0,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,special purpose,5,14,18,15,2,No,590
GMC Sierra,5.3,8.0,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,14,21,16,2,No,541
GMC Sierra,5.3,8.0,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,15,21,17,3,No,523
GMC Sierra,5.3,8.0,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,special purpose,5,13,18,14,1,No,634
GMC Sierra,5.3,8.0,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,special purpose,5,14,18,15,2,No,590
GMC Sierra,5.3,8.0,Auto-6,4WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,MGMXT05.3385,pickup,3,11/14,13/18,12/16,2,No,539/561
GMC Sierra,5.3,8.0,Auto-6,4WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,MGMXT05.3385,pickup,3,11/14,13/18,12/16,2,No,539/561
GMC Sierra,5.3,8.0,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,14,20,16,2,No,560
GMC Sierra,5.3,8.0,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,15,20,17,3,No,526
GMC Sierra,5.3,8.0,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,special purpose,5,13,17,14,1,No,635
GMC Sierra,5.3,8.0,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,special purpose,5,14,17,15,2,No,593
GMC Sierra,5.3,8.0,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,14,20,16,2,No,560
GMC Sierra,5.3,8.0,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,15,20,17,3,No,526
GMC Sierra,5.3,8.0,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,special purpose,5,13,17,14,1,No,635
GMC Sierra,5.3,8.0,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,special purpose,5,14,17,15,2,No,593
GMC Sierra,5.3,8.0,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,15,22,17,3,No,515
GMC Sierra,5.3,8.0,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,17,23,19,3,No,466
GMC Sierra,5.3,8.0,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,15,22,17,3,No,515
GMC Sierra,5.3,8.0,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,17,23,19,3,No,466
GMC Sierra,5.3,8.0,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,14,20,16,2,No,561
GMC Sierra,5.3,8.0,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,16,21,18,3,No,504
GMC Sierra,5.3,8.0,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,14,20,16,2,No,561
GMC Sierra,5.3,8.0,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,16,21,18,3,No,504
GMC Sierra,6.2,8.0,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2377,pickup,3,15,20,16,2,No,539
GMC Sierra,6.2,8.0,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2377,pickup,3,16,20,17,3,No,510
GMC Sierra,6.2,8.0,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2377,pickup,3,15,20,16,2,No,539
GMC Sierra,6.2,8.0,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,MGMXT06.2377,pickup,3,16,20,17,3,No,510
GMC Sierra AT4,3.0,6.0,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
GMC Sierra AT4,3.0,6.0,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,MGMXT03.0351,pickup,3,22,26,24,4,No,430
GMC Sierra AT4,5.3,8.0,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,15,21,17,3,No,523
GMC Sierra AT4,5.3,8.0,Auto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,16,21,18,3,No,494
GMC Sierra AT4,5.3,8.0,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,15,21,17,3,No,523
GMC Sierra AT4,5.3,8.0,Auto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,16,21,18,3,No,494
GMC Sierra AT4,5.3,8.0,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,14,18,16,2,No,543
GMC Sierra AT4,5.3,8.0,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,14,18,16,2,No,543
GMC Sierra AT4,5.3,8.0,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,14,20,16,2,No,551
GMC Sierra AT4,5.3,8.0,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,MGMXT05.3386,pickup,5,16,21,18,3,No,484
GMC Sierra AT4,5.3,8.0,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,14,20,16,2,No,551
GMC Sierra AT4,5.3,8.0,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,MGMXT05.3386,pickup,5,16,21,18,3,No,484
GMC Sierra AT4,6.2,8.0,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2377,pickup,3,14,19,16,2,No,555
GMC Sierra AT4,6.2,8.0,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,MGMXT06.2377,pickup,3,15,19,17,3,No,522
